Date,Open,High,Low,Close,Adj Close,Volume
2006-01-27,2.910250,3.007260,2.910250,2.958750,1.773703,564111727
2006-02-01,2.958750,2.983000,2.934500,2.983000,1.788240,291128802
2006-02-02,3.007260,3.007260,2.958750,2.983000,1.788240,372055838
2006-02-03,2.958750,2.983000,2.934500,2.958750,1.773703,346514804
2006-02-06,2.958750,3.031510,2.934500,3.031510,1.817321,447479397
2006-02-07,3.031510,3.104260,3.007260,3.104260,1.860932,501321768
2006-02-08,3.104260,3.201270,3.080010,3.177020,1.904551,668150002
2006-02-09,3.201270,3.249780,3.080010,3.152770,1.890014,912417560
2006-02-10,3.152770,3.177020,3.080010,3.177020,1.904551,314680197
2006-02-13,3.322530,3.371040,3.274030,3.346790,2.006324,1110202104
2006-02-14,3.346790,3.540800,3.346790,3.540800,2.122628,998812969
2006-02-15,3.613560,3.734820,3.540800,3.565050,2.137165,977266456
2006-02-16,3.589310,3.613560,3.419540,3.443790,2.064473,821019198
2006-02-17,3.468050,3.468050,3.371040,3.468050,2.079016,669921613
2006-02-20,3.468050,3.613560,3.443790,3.613560,2.166246,588613248
2006-02-21,3.662060,3.662060,3.540800,3.589310,2.151709,461941876
2006-02-22,3.589310,3.662060,3.565050,3.662060,2.195321,523995043
2006-02-23,3.686310,3.734820,3.637810,3.686310,2.209858,740658839
2006-02-24,3.686310,3.710570,3.565050,3.637810,2.180784,611591187
2006-02-27,3.613560,3.613560,3.540800,3.565050,2.137165,572616673
2006-02-28,3.540800,3.565050,3.395290,3.516550,2.108091,921371283
2006-03-01,3.443790,3.492300,3.419540,3.492300,2.093554,599874144
2006-03-02,3.492300,3.492300,3.443790,3.468050,2.079016,437791178
2006-03-03,3.468050,3.613560,3.443790,3.589310,2.151709,996408398
2006-03-06,3.565050,3.589310,3.516550,3.565050,2.137165,314767601
2006-03-07,3.540800,3.565050,3.443790,3.443790,2.064473,433133570
2006-03-08,3.443790,3.443790,3.322530,3.371040,2.020861,998243647
2006-03-09,3.371040,3.419540,3.322530,3.371040,2.020861,383236736
2006-03-10,3.346790,3.346790,3.274030,3.322530,1.991781,506828773
2006-03-13,3.346790,3.371040,3.298280,3.371040,2.020861,271911536
2006-03-14,3.346790,3.371040,3.322530,3.322530,1.991781,145475233
2006-03-15,3.346790,3.395290,3.346790,3.395290,2.035398,277684891
2006-03-16,3.395290,3.419540,3.346790,3.395290,2.035398,221639259
2006-03-17,3.395290,3.395290,3.346790,3.395290,2.035398,191217727
2006-03-20,3.395290,3.443790,3.371040,3.419540,2.049936,272452695
2006-03-21,3.395290,3.516550,3.371040,3.492300,2.093554,348040005
2006-03-22,3.468050,3.492300,3.419540,3.443790,2.064473,340862709
2006-03-23,3.443790,3.468050,3.419540,3.419540,2.049936,158047715
2006-03-24,3.419540,3.468050,3.419540,3.443790,2.064473,324009362
2006-03-27,3.443790,3.492300,3.443790,3.492300,2.093554,320652575
2006-03-28,3.492300,3.540800,3.468050,3.516550,2.108091,341800541
2006-03-29,3.516550,3.540800,3.468050,3.492300,2.093554,266386580
2006-03-30,3.516550,3.540800,3.492300,3.516550,2.108091,270281094
2006-03-31,3.516550,3.540800,3.468050,3.516550,2.108091,223429071
2006-04-03,3.540800,3.540800,3.468050,3.516550,2.108091,387598623
2006-04-04,3.492300,3.565050,3.492300,3.540800,2.122628,322506747
2006-04-06,3.565050,3.565050,3.468050,3.492300,2.093554,570783628
2006-04-07,3.443790,3.468050,3.346790,3.395290,2.035398,1067200159
2006-04-10,3.346790,3.346790,3.298280,3.322530,1.991781,695861582
2006-04-11,3.298280,3.346790,3.274030,3.322530,1.991781,406851017
2006-04-12,3.298280,3.322530,3.274030,3.298280,1.977243,484857507
2006-04-13,3.298280,3.322530,3.274030,3.322530,1.991781,274656415
2006-04-18,3.322530,3.371040,3.322530,3.371040,2.020861,305284091
2006-04-19,3.371040,3.395290,3.346790,3.371040,2.020861,291016886
2006-04-20,3.346790,3.371040,3.322530,3.371040,2.020861,236997847
2006-04-21,3.346790,3.346790,3.249780,3.298280,1.977243,588276766
2006-04-24,3.274030,3.274030,3.201270,3.225520,1.933625,480239389
2006-04-25,3.201270,3.225520,3.152770,3.177020,1.904551,507075867
2006-04-26,3.152770,3.201270,3.104260,3.201270,1.919088,565803752
2006-04-27,3.201270,3.225520,3.177020,3.201270,1.919088,327249796
2006-04-28,3.177020,3.249780,3.104260,3.249780,1.948168,1139445923
2006-05-02,3.274030,3.346790,3.249780,3.322530,1.991781,447214488
2006-05-03,3.322530,3.371040,3.322530,3.322530,1.991781,377430850
2006-05-04,3.346790,3.371040,3.322530,3.346790,2.006324,232635293
2006-05-08,3.395290,3.443790,3.371040,3.419540,2.049936,399572253
2006-05-09,3.419540,3.492300,3.395290,3.468050,2.079016,632005759
2006-05-10,3.492300,3.565050,3.468050,3.516550,2.108091,586986935
2006-05-11,3.516550,3.540800,3.468050,3.492300,2.093554,346669046
2006-05-12,3.395290,3.492300,3.395290,3.443790,2.073379,348827298
2006-05-15,3.419540,3.443790,3.371040,3.395290,2.044178,446198729
2006-05-16,3.395290,3.419540,3.298280,3.371040,2.029579,344305714
2006-05-17,3.371040,3.419540,3.371040,3.395290,2.044178,245936762
2006-05-18,3.322530,3.371040,3.298280,3.371040,2.029579,306993594
2006-05-19,3.346790,3.395290,3.346790,3.346790,2.014978,183464574
2006-05-22,3.371040,3.395290,3.249780,3.274030,1.971173,468281336
2006-05-23,3.249780,3.274030,3.201270,3.249780,1.956572,438667949
2006-05-24,3.274030,3.298280,3.201270,3.274030,1.971173,323383442
2006-05-25,3.249780,3.274030,3.225520,3.249780,1.956572,186226400
2006-05-26,3.274030,3.298280,3.201270,3.201270,1.927366,372730060
2006-05-29,3.249780,3.249780,3.201270,3.249780,1.956572,325355661
2006-05-30,3.225520,3.298280,3.201270,3.274030,1.971173,266995118
2006-06-01,3.225520,3.298280,3.225520,3.249780,1.956572,396564148
2006-06-02,3.249780,3.371040,3.249780,3.346790,2.014978,570681601
2006-06-05,3.346790,3.443790,3.346790,3.395290,2.044178,437389917
2006-06-06,3.395290,3.419540,3.346790,3.395290,2.044178,344645005
2006-06-07,3.395290,3.443790,3.371040,3.395290,2.044178,253079601
2006-06-08,3.346790,3.371040,3.274030,3.322530,2.000372,451221749
2006-06-09,3.322530,3.322530,3.249780,3.274030,1.971173,312923648
2006-06-12,3.249780,3.274030,3.201270,3.225520,1.941966,196555448
2006-06-13,3.177020,3.201270,3.128520,3.128520,1.883566,401699765
2006-06-14,3.152770,3.177020,3.104260,3.128520,1.883566,348474854
2006-06-15,3.177020,3.201270,3.152770,3.201270,1.927366,279484804
2006-06-16,3.249780,3.298280,3.249780,3.274030,1.971173,291869121
2006-06-19,3.225520,3.249780,3.201270,3.225520,1.941966,177599185
2006-06-20,3.201270,3.201270,3.152770,3.177020,1.912766,240706810
2006-06-21,3.177020,3.201270,3.128520,3.201270,1.927366,178497343
2006-06-22,3.225520,3.249780,3.201270,3.225520,1.941966,184136654
2006-06-23,3.201270,3.249780,3.177020,3.225520,1.941966,129139117
2006-06-26,3.225520,3.274030,3.225520,3.249780,1.956572,172569802
2006-06-27,3.274030,3.346790,3.249780,3.298280,1.985773,443411753
2006-06-28,3.274030,3.371040,3.249780,3.346790,2.014978,305101699
2006-06-29,3.395290,3.443790,3.371040,3.419540,2.058778,641517631
2006-06-30,3.492300,3.492300,3.443790,3.443790,2.073379,465884393
2006-07-03,3.468050,3.492300,3.419540,3.468050,2.087985,361514578
2006-07-04,3.492300,3.492300,3.443790,3.468050,2.087985,209187856
2006-07-05,3.443790,3.468050,3.371040,3.371040,2.029579,313333611
2006-07-06,3.322530,3.419540,3.322530,3.419540,2.058778,241610341
2006-07-07,3.419540,3.443790,3.395290,3.419540,2.058778,147995643
2006-07-10,3.395290,3.443790,3.371040,3.419540,2.058778,162200893
2006-07-11,3.443790,3.443790,3.371040,3.395290,2.044178,223423033
2006-07-12,3.419540,3.419540,3.395290,3.419540,2.058778,132161440
2006-07-13,3.395290,3.419540,3.346790,3.346790,2.014978,210016571
2006-07-14,3.298280,3.322530,3.274030,3.322530,2.000372,398634075
2006-07-17,3.274030,3.298280,3.249780,3.298280,1.985773,282741063
2006-07-18,3.274030,3.298280,3.249780,3.298280,1.985773,247226286
2006-07-19,3.298280,3.322530,3.249780,3.274030,1.971173,259082525
2006-07-20,3.322530,3.346790,3.298280,3.346790,2.014978,240462604
2006-07-21,3.322530,3.346790,3.274030,3.298280,1.985773,289523278
2006-07-24,3.269180,3.298280,3.259480,3.298280,1.985773,253465722
2006-07-25,3.327380,3.327380,3.288580,3.288580,1.979932,151493277
2006-07-26,3.278880,3.288580,3.269180,3.278880,1.974092,120794392
2006-07-27,3.278880,3.298280,3.269180,3.288580,1.979932,180001501
2006-07-28,3.298280,3.317680,3.278880,3.298280,1.985773,198746467
2006-07-31,3.317680,3.327380,3.278880,3.298280,1.985773,198820604
2006-08-01,3.298280,3.298280,3.259480,3.278880,1.974092,169896603
2006-08-02,3.269180,3.298280,3.259480,3.278880,1.974092,225313260
2006-08-03,3.288580,3.375890,3.278880,3.366190,2.026659,511700070
2006-08-04,3.385590,3.424390,3.346790,3.366190,2.026659,332064102
2006-08-07,3.375890,3.424390,3.366190,3.395290,2.044178,236787285
2006-08-08,3.414690,3.424390,3.385590,3.395290,2.044178,160083930
2006-08-09,3.375890,3.424390,3.366190,3.424390,2.061699,240789575
2006-08-10,3.424390,3.443790,3.404990,3.414690,2.055859,189937496
2006-08-11,3.414690,3.434090,3.375890,3.404990,2.050019,247374551
2006-08-14,3.404990,3.404990,3.346790,3.385590,2.038338,253845381
2006-08-15,3.375890,3.395290,3.356490,3.375890,2.032498,143795072
2006-08-16,3.395290,3.404990,3.366190,3.375890,2.032498,152858081
2006-08-17,3.385590,3.385590,3.356490,3.366190,2.026659,201006082
2006-08-18,3.375890,3.375890,3.337080,3.356490,2.020818,123374671
2006-08-21,3.337080,3.346790,3.307980,3.327380,2.003292,190624931
2006-08-22,3.327380,3.337080,3.307980,3.337080,2.009133,131589262
2006-08-23,3.327380,3.327380,3.298280,3.307980,1.991613,165737845
2006-08-24,3.288580,3.298280,3.269180,3.278880,1.974092,221328483
2006-08-25,3.269180,3.278880,3.249780,3.269180,1.968253,245710263
2006-08-28,3.259480,3.269180,3.249780,3.259480,1.962412,86331192
2006-08-29,3.269180,3.278880,3.249780,3.269180,1.968253,131654122
2006-08-30,3.269180,3.298280,3.259480,3.278880,1.974092,175111883
2006-08-31,3.288580,3.298280,3.269180,3.269180,1.968253,96501825
2006-09-01,3.259480,3.269180,3.249780,3.269180,1.968253,142125799
2006-09-04,3.269180,3.307980,3.259480,3.298280,1.985773,307166546
2006-09-05,3.298280,3.307980,3.278880,3.288580,1.979932,142833753
2006-09-06,3.288580,3.307980,3.278880,3.288580,1.979932,136138272
2006-09-07,3.269180,3.317680,3.259480,3.298280,1.985773,218793645
2006-09-08,3.317680,3.327380,3.288580,3.317680,1.997452,526738946
2006-09-11,3.317680,3.317680,3.269180,3.278880,1.974092,463228815
2006-09-12,3.269180,3.288580,3.259480,3.288580,1.979932,136639688
2006-09-13,3.298280,3.298280,3.249780,3.249780,1.956572,250110216
2006-09-14,3.259480,3.269180,3.210970,3.230380,1.944892,311496991
2006-09-15,3.230380,3.240080,3.191570,3.220670,1.939047,266782747
2006-09-18,3.220670,3.240080,3.201270,3.210970,1.933206,244672128
2006-09-19,3.220670,3.220670,3.172170,3.181870,1.915686,354840000
2006-09-20,3.172170,3.191570,3.143070,3.181870,1.915686,605979036
2006-09-21,3.201270,3.278880,3.181870,3.269180,1.968253,809308532
2006-09-22,3.269180,3.307980,3.230380,3.240080,1.950732,426278912
2006-09-25,3.230380,3.288580,3.220670,3.240080,1.950732,301339054
2006-09-26,3.240080,3.288580,3.191570,3.210970,1.933206,276462362
2006-09-27,3.249780,3.249780,3.210970,3.230380,1.944892,275656596
2006-09-28,3.249780,3.298280,3.240080,3.259480,1.962412,542270800
2006-09-29,3.269180,3.298280,3.249780,3.269180,1.968253,282991035
2006-10-03,3.288580,3.385590,3.278880,3.356490,2.020818,1086829290
2006-10-04,3.404990,3.404990,3.346790,3.375890,2.032498,584991325
2006-10-05,3.414690,3.434090,3.366190,3.375890,2.032498,395899290
2006-10-06,3.395290,3.395290,3.366190,3.375890,2.032498,276155644
2006-10-09,3.356490,3.366190,3.317680,3.327380,2.003292,308723686
2006-10-10,3.346790,3.385590,3.327380,3.375890,2.032498,262496725
2006-10-11,3.385590,3.414690,3.375890,3.404990,2.050019,471991524
2006-10-12,3.434090,3.492300,3.414690,3.472900,2.090904,827080574
2006-10-13,3.579600,3.589310,3.540800,3.560200,2.143465,1390732128
2006-10-16,3.569900,3.579600,3.511700,3.531100,2.125945,537458729
2006-10-17,3.531100,3.560200,3.511700,3.540800,2.131784,443883979
2006-10-18,3.531100,3.550500,3.511700,3.531100,2.125945,211396170
2006-10-19,3.540800,3.550500,3.521400,3.540800,2.131784,202179776
2006-10-20,3.540800,3.579600,3.521400,3.569900,2.149305,431211999
2006-10-23,3.569900,3.589310,3.472900,3.492300,2.102585,372664064
2006-10-24,3.492300,3.531100,3.482600,3.492300,2.102585,283007500
2006-10-25,3.502000,3.521400,3.472900,3.492300,2.102585,290111694
2006-10-26,3.511700,3.540800,3.482600,3.531100,2.125945,381516490
2006-10-27,3.531100,3.550500,3.414690,3.414690,2.055859,649269583
2006-10-31,3.414690,3.424390,3.366190,3.404990,2.050019,318913088
2006-11-01,3.414690,3.453490,3.404990,3.443790,2.073379,313093039
2006-11-02,3.434090,3.492300,3.414690,3.492300,2.102585,317709075
2006-11-03,3.492300,3.502000,3.463200,3.482600,2.096745,235105712
2006-11-06,3.463200,3.482600,3.443790,3.482600,2.096745,241995112
2006-11-07,3.511700,3.511700,3.472900,3.492300,2.102585,332332356
2006-11-08,3.492300,3.502000,3.443790,3.463200,2.085065,169957443
2006-11-09,3.472900,3.569900,3.472900,3.560200,2.143465,538140172
2006-11-10,3.560200,3.569900,3.531100,3.550500,2.137625,521434067
2006-11-13,3.540800,3.676610,3.511700,3.666910,2.207711,719646913
2006-11-14,3.715420,3.773620,3.686310,3.773620,2.271957,1181161541
2006-11-15,3.831830,4.025840,3.812420,4.006440,2.412130,1212484714
2006-11-16,4.025840,4.122850,3.851230,3.967640,2.388769,856564331
2006-11-17,3.909430,3.987040,3.880330,3.948240,2.377089,481243014
2006-11-20,3.890030,4.035540,3.870630,3.967640,2.388769,455887913
2006-11-21,4.006440,4.045240,3.967640,4.035540,2.429649,308892545
2006-11-22,4.074350,4.258660,4.054950,4.258660,2.563982,528326527
2006-11-23,4.258660,4.287770,4.142250,4.171360,2.511422,539374281
2006-11-24,4.103450,4.142250,4.064650,4.074350,2.453015,360786720
2006-11-27,4.064650,4.103450,3.919130,3.928830,2.365403,551834685
2006-11-28,3.841530,3.860930,3.647510,3.686310,2.219391,906620493
2006-11-29,3.715420,3.909430,3.715420,3.899730,2.347883,835833758
2006-11-30,3.977340,4.016140,3.909430,3.919130,2.359564,385670997
2006-12-01,3.948240,3.967640,3.870630,3.899730,2.347883,315131202
2006-12-04,3.880330,3.977340,3.822130,3.919130,2.359564,245187239
2006-12-05,4.016140,4.064650,3.996740,4.045240,2.435489,376106453
2006-12-06,4.074350,4.210160,4.045240,4.142250,2.493896,452664961
2006-12-07,4.151950,4.181060,4.054950,4.054950,2.441335,237496360
2006-12-08,4.054950,4.103450,3.987040,4.025840,2.423810,223612440
2006-12-11,4.035540,4.161650,4.035540,4.113150,2.476376,281572331
2006-12-12,4.142250,4.151950,4.054950,4.084050,2.458855,214885119
2006-12-13,4.074350,4.074350,3.928830,4.035540,2.429649,329186768
2006-12-14,4.064650,4.132550,4.045240,4.132550,2.488055,272797701
2006-12-15,4.151950,4.171360,4.045240,4.142250,2.493896,272966597
2006-12-18,4.171360,4.248960,4.122850,4.190760,2.523102,317079150
2006-12-19,4.219860,4.268360,4.132550,4.200460,2.528942,333965245
2006-12-20,4.248960,4.336270,4.229560,4.336270,2.610708,457998334
2006-12-21,4.375070,4.501180,4.316870,4.413880,2.657434,435024797
2006-12-22,4.423580,4.510880,4.423580,4.472080,2.692474,219681338
2006-12-27,4.850410,4.986220,4.821310,4.908620,2.955298,503875668
2006-12-28,4.811610,5.015330,4.782510,4.898920,2.949459,436815457
2006-12-29,4.898920,4.898920,4.763110,4.801910,2.891052,269238326
2007-01-02,4.821310,4.976520,4.801910,4.947420,2.978658,304799981
2007-01-03,4.957120,5.189940,4.879520,5.122040,3.083791,574823752
2007-01-04,5.131740,5.141440,4.831010,4.869810,2.931933,541861842
2007-01-05,4.695200,4.957120,4.607890,4.879520,2.937779,578004182
2007-01-08,4.734000,4.782510,4.695200,4.743700,2.856006,491658806
2007-01-09,4.763110,4.782510,4.539990,4.588490,2.762560,522535426
2007-01-10,4.510880,4.578790,4.462380,4.539990,2.733360,544176062
2007-01-11,4.627290,4.675800,4.491480,4.520590,2.721680,409697811
2007-01-12,4.637000,4.714600,4.569090,4.588490,2.762560,426354162
2007-01-15,4.656400,4.763110,4.598190,4.753400,2.861846,349484327
2007-01-16,4.821310,4.840710,4.753400,4.772810,2.873532,284928635
2007-01-17,4.763110,4.811610,4.714600,4.753400,2.861846,276767827
2007-01-18,4.753400,4.753400,4.578790,4.675800,2.815126,457021264
2007-01-19,4.607890,4.695200,4.578790,4.646700,2.797606,280840734
2007-01-22,4.675800,4.724300,4.627290,4.695200,2.826806,178220251
2007-01-23,4.656400,4.695200,4.617590,4.685500,2.820966,142949793
2007-01-24,4.704900,4.743700,4.646700,4.734000,2.850166,291742601
2007-01-25,4.743700,4.792210,4.607890,4.675800,2.815126,254126545
2007-01-26,4.559390,4.578790,4.491480,4.559390,2.745040,545673377
2007-01-29,4.598190,4.598190,4.501180,4.510880,2.715834,173536089
2007-01-30,4.501180,4.569090,4.501180,4.559390,2.745040,160050280
2007-01-31,4.520590,4.549690,4.365370,4.442980,2.674954,287727492
2007-02-01,4.442980,4.481780,4.375070,4.394470,2.645748,303871267
2007-02-02,4.404180,4.501180,4.365370,4.452680,2.680794,282932053
2007-02-05,4.442980,4.549690,4.404180,4.442980,2.674954,287442953
2007-02-06,4.442980,4.530290,4.423580,4.491480,2.704154,242786595
2007-02-07,4.510880,4.724300,4.472080,4.666100,2.809286,462366835
2007-02-08,4.743700,4.792210,4.675800,4.743700,2.856006,617291162
2007-02-09,4.772810,4.772810,4.695200,4.743700,2.856006,215844142
2007-02-12,4.743700,4.831010,4.704900,4.743700,2.856006,256483374
2007-02-13,4.714600,4.734000,4.607890,4.646700,2.797606,321396630
2007-02-14,4.704900,4.704900,4.646700,4.656400,2.803446,171962314
2007-02-15,4.704900,4.753400,4.695200,4.734000,2.850166,189458271
2007-02-16,4.734000,4.763110,4.695200,4.753400,2.861846,208455347
2007-02-21,4.704900,4.753400,4.666100,4.695200,2.826806,186479220
2007-02-22,4.704900,4.724300,4.637000,4.685500,2.820966,210848078
2007-02-23,4.656400,4.666100,4.569090,4.598190,2.768400,295247554
2007-02-26,4.549690,4.559390,4.501180,4.520590,2.721680,277734426
2007-02-27,4.491480,4.520590,4.365370,4.394470,2.645748,554165767
2007-02-28,4.190760,4.287770,4.132550,4.248960,2.558142,753920804
2007-03-01,4.219860,4.258660,4.093750,4.132550,2.488055,527455639
2007-03-02,4.122850,4.190760,4.084050,4.122850,2.482216,336146689
2007-03-05,4.035540,4.054950,3.880330,3.919130,2.359564,779287359
2007-03-06,3.967640,4.161650,3.967640,4.064650,2.447176,579013376
2007-03-07,4.132550,4.200460,4.074350,4.103450,2.470535,461794829
2007-03-08,4.103450,4.258660,4.103450,4.210160,2.534781,393261911
2007-03-09,4.248960,4.345970,4.190760,4.258660,2.563982,516421239
2007-03-12,4.355670,4.365370,4.278060,4.307170,2.593188,266761027
2007-03-13,4.326570,4.365370,4.248960,4.268360,2.569822,273152069
2007-03-14,4.103450,4.132550,4.064650,4.122850,2.482216,562839437
2007-03-15,4.190760,4.190760,4.122850,4.132550,2.488055,195923082
2007-03-16,4.093750,4.258660,4.074350,4.200460,2.528942,386424345
2007-03-19,4.190760,4.287770,4.161650,4.258660,2.563982,289279504
2007-03-20,4.307170,4.326570,4.258660,4.268360,2.569822,177109408
2007-03-21,4.278060,4.336270,4.248960,4.316870,2.599028,172512697
2007-03-22,4.394470,4.413880,4.307170,4.316870,2.599028,349010105
2007-03-23,4.326570,4.365370,4.297470,4.345970,2.616548,156930582
2007-03-26,4.316870,4.375070,4.316870,4.345970,2.616548,103931654
2007-03-27,4.365370,4.365370,4.316870,4.336270,2.610708,143504743
2007-03-28,4.316870,4.336270,4.229560,4.278060,2.575662,185564395
2007-03-29,4.248960,4.394470,4.239260,4.365370,2.628227,335281030
2007-03-30,4.365370,4.404180,4.326570,4.326570,2.604868,158103818
2007-04-02,4.365370,4.394470,4.307170,4.355670,2.622388,144113302
2007-04-03,4.394470,4.423580,4.355670,4.365370,2.628227,154331181
2007-04-04,4.452680,4.452680,4.384770,4.423580,2.663274,202897357
2007-04-10,4.481780,4.501180,4.423580,4.442980,2.674954,190442723
2007-04-11,4.462380,4.549690,4.462380,4.520590,2.721680,261398436
2007-04-12,4.491480,4.607890,4.491480,4.559390,2.745040,416590364
2007-04-13,4.569090,4.598190,4.462380,4.501180,2.709994,284176118
2007-04-16,4.510880,4.578790,4.462380,4.569090,2.750880,411012959
2007-04-17,4.617590,4.734000,4.617590,4.704900,2.832646,660273690
2007-04-18,4.734000,4.850410,4.734000,4.811610,2.896892,619315434
2007-04-19,4.801910,4.801910,4.607890,4.627290,2.785920,495803836
2007-04-20,4.704900,4.763110,4.675800,4.743700,2.856006,401137704
2007-04-23,4.821310,4.831010,4.724300,4.734000,2.850166,220459363
2007-04-24,4.704900,4.782510,4.685500,4.743700,2.856006,290648168
2007-04-25,4.695200,4.753400,4.666100,4.714600,2.838486,261684047
2007-04-26,4.753400,4.801910,4.743700,4.763110,2.867693,236754602
2007-04-27,4.734000,4.763110,4.675800,4.704900,2.832646,199110992
2007-04-30,4.714600,4.714600,4.588490,4.637000,2.791766,257925839
2007-05-02,4.617590,4.656400,4.578790,4.617590,2.780080,242349918
2007-05-03,4.666100,4.724300,4.656400,4.704900,2.832646,224441152
2007-05-04,4.801910,4.801910,4.714600,4.743700,2.856006,207581846
2007-05-07,4.753400,4.831010,4.753400,4.801910,2.891052,318848744
2007-05-08,4.821310,4.831010,4.743700,4.763110,2.867693,234133051
2007-05-09,4.772810,4.801910,4.734000,4.782510,2.879373,119011406
2007-05-10,4.666100,4.753400,4.666100,4.685500,2.876297,210692523
2007-05-11,4.646700,4.666100,4.607890,4.617590,2.834608,203479931
2007-05-14,4.801910,4.850410,4.753400,4.772810,2.929894,428880434
2007-05-15,4.772810,4.850410,4.743700,4.772810,2.929894,213388528
2007-05-16,4.811610,4.811610,4.724300,4.753400,2.917978,151836047
2007-05-17,4.772810,4.782510,4.714600,4.734000,2.906070,150181519
2007-05-18,4.675800,4.724300,4.637000,4.714600,2.894161,191365765
2007-05-21,4.704900,4.743700,4.637000,4.666100,2.864388,267968113
2007-05-22,4.704900,4.704900,4.617590,4.646700,2.852479,176278961
